nr_reviews;beer_name;time_review;localisation;score;user
119;Kellegen Extra Forte 8.0;MAY 8, 2017;Hood River, Oregon, USA;1.6 out of 5.0<br /><small>Aroma 2/10<br />Appearance 2/5<br />Taste 3/10<br />Palate 3/5<br />Overall 6/20<br /></small>;453084
119;Kellegen Extra Forte 8.0;MAY 8, 2017;Hood River, Oregon, USA;1.6 out of 5.0<br /><small>Aroma 2/10<br />Appearance 2/5<br />Taste 3/10<br />Palate 3/5<br />Overall 6/20<br /></small>;453084
503;Fischer Tradition;FEB 6, 2018;Cholet, FRANCE;2.2 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 4/10<br />Palate 2/5<br />Overall 10/20<br /></small>;481011
4203;Leffe Blonde;FEB 12, 2018;Orlando, Florida, USA;3.3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 3/5<br />Taste 6/10<br />Palate 2/5<br />Overall 16/20<br /></small>;91588
4203;Leffe Blonde;FEB 12, 2018;Orlando, Florida, USA;3.3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 3/5<br />Taste 6/10<br />Palate 2/5<br />Overall 16/20<br /></small>;91588
119;Kellegen Extra Forte 8.0;MAY 8, 2017;Hood River, Oregon, USA;1.6 out of 5.0<br /><small>Aroma 2/10<br />Appearance 2/5<br />Taste 3/10<br />Palate 3/5<br />Overall 6/20<br /></small>;453084
119;Kellegen Extra Forte 8.0;MAY 8, 2017;Hood River, Oregon, USA;1.6 out of 5.0<br /><small>Aroma 2/10<br />Appearance 2/5<br />Taste 3/10<br />Palate 3/5<br />Overall 6/20<br /></small>;453084
503;Fischer Tradition;FEB 6, 2018;Cholet, FRANCE;2.2 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 4/10<br />Palate 2/5<br />Overall 10/20<br /></small>;481011
503;Fischer Tradition;FEB 6, 2018;Cholet, FRANCE;2.2 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 4/10<br />Palate 2/5<br />Overall 10/20<br /></small>;481011
4203;Leffe Blonde;FEB 12, 2018;Orlando, Florida, USA;3.3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 3/5<br />Taste 6/10<br />Palate 2/5<br />Overall 16/20<br /></small>;91588
4203;Leffe Blonde;FEB 12, 2018;Orlando, Florida, USA;3.3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 3/5<br />Taste 6/10<br />Palate 2/5<br />Overall 16/20<br /></small>;91588
119;Kellegen Extra Forte 8.0;MAY 8, 2017;Hood River, Oregon, USA;1.6 out of 5.0<br /><small>Aroma 2/10<br />Appearance 2/5<br />Taste 3/10<br />Palate 3/5<br />Overall 6/20<br /></small>;453084
119;Kellegen Extra Forte 8.0;MAY 8, 2017;Hood River, Oregon, USA;1.6 out of 5.0<br /><small>Aroma 2/10<br />Appearance 2/5<br />Taste 3/10<br />Palate 3/5<br />Overall 6/20<br /></small>;453084
503;Fischer Tradition;FEB 6, 2018;Cholet, FRANCE;2.2 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 4/10<br />Palate 2/5<br />Overall 10/20<br /></small>;481011
503;Fischer Tradition;FEB 6, 2018;Cholet, FRANCE;2.2 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 4/10<br />Palate 2/5<br />Overall 10/20<br /></small>;481011
4203;Leffe Blonde;FEB 12, 2018;Orlando, Florida, USA;3.3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 3/5<br />Taste 6/10<br />Palate 2/5<br />Overall 16/20<br /></small>;91588
4203;Leffe Blonde;FEB 12, 2018;Orlando, Florida, USA;3.3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 3/5<br />Taste 6/10<br />Palate 2/5<br />Overall 16/20<br /></small>;91588
119;Kellegen Extra Forte 8.0;MAY 8, 2017;Hood River, Oregon, USA;1.6 out of 5.0<br /><small>Aroma 2/10<br />Appearance 2/5<br />Taste 3/10<br />Palate 3/5<br />Overall 6/20<br /></small>;453084
119;Kellegen Extra Forte 8.0;MAY 8, 2017;Hood River, Oregon, USA;1.6 out of 5.0<br /><small>Aroma 2/10<br />Appearance 2/5<br />Taste 3/10<br />Palate 3/5<br />Overall 6/20<br /></small>;453084
503;Fischer Tradition;FEB 6, 2018;Cholet, FRANCE;2.2 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 4/10<br />Palate 2/5<br />Overall 10/20<br /></small>;481011
503;Fischer Tradition;FEB 6, 2018;Cholet, FRANCE;2.2 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 4/10<br />Palate 2/5<br />Overall 10/20<br /></small>;481011
11;Kronenbourg 1664;NOV 30, 2017;Leeds, ENGLAND;2.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 2/5<br />Overall 12/20<br /></small>;230849
4203;Leffe Blonde;FEB 12, 2018;Orlando, Florida, USA;3.3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 3/5<br />Taste 6/10<br />Palate 2/5<br />Overall 16/20<br /></small>;91588
4203;Leffe Blonde;FEB 12, 2018;Orlando, Florida, USA;3.3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 3/5<br />Taste 6/10<br />Palate 2/5<br />Overall 16/20<br /></small>;91588
119;Kellegen Extra Forte 8.0;MAY 8, 2017;Hood River, Oregon, USA;1.6 out of 5.0<br /><small>Aroma 2/10<br />Appearance 2/5<br />Taste 3/10<br />Palate 3/5<br />Overall 6/20<br /></small>;453084
503;Fischer Tradition;FEB 6, 2018;Cholet, FRANCE;2.2 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 4/10<br />Palate 2/5<br />Overall 10/20<br /></small>;481011
503;Fischer Tradition;FEB 6, 2018;Cholet, FRANCE;2.2 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 4/10<br />Palate 2/5<br />Overall 10/20<br /></small>;481011
11;Kronenbourg 1664;NOV 30, 2017;Leeds, ENGLAND;2.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 2/5<br />Overall 12/20<br /></small>;230849
11;Kronenbourg 1664;NOV 30, 2017;Leeds, ENGLAND;2.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 2/5<br />Overall 12/20<br /></small>;230849
4203;Leffe Blonde;FEB 12, 2018;Orlando, Florida, USA;3.3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 3/5<br />Taste 6/10<br />Palate 2/5<br />Overall 16/20<br /></small>;91588
503;Fischer Tradition;FEB 6, 2018;Cholet, FRANCE;2.2 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 4/10<br />Palate 2/5<br />Overall 10/20<br /></small>;481011
11;Kronenbourg 1664;NOV 30, 2017;Leeds, ENGLAND;2.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 2/5<br />Overall 12/20<br /></small>;230849
11;Kronenbourg 1664;NOV 30, 2017;Leeds, ENGLAND;2.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 2/5<br />Overall 12/20<br /></small>;230849
876;Kronenbourg (Original);OCT 14, 2017;Brugge, BELGIUM;1.9 out of 5.0<br /><small>Aroma 3/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;252123
11;Kronenbourg 1664;NOV 30, 2017;Leeds, ENGLAND;2.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 2/5<br />Overall 12/20<br /></small>;230849
11;Kronenbourg 1664;NOV 30, 2017;Leeds, ENGLAND;2.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 2/5<br />Overall 12/20<br /></small>;230849
876;Kronenbourg (Original);OCT 14, 2017;Brugge, BELGIUM;1.9 out of 5.0<br /><small>Aroma 3/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;252123
876;Kronenbourg (Original);OCT 14, 2017;Brugge, BELGIUM;1.9 out of 5.0<br /><small>Aroma 3/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;252123
11;Kronenbourg 1664;NOV 30, 2017;Leeds, ENGLAND;2.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 2/5<br />Overall 12/20<br /></small>;230849
11;Kronenbourg 1664;NOV 30, 2017;Leeds, ENGLAND;2.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 2/5<br />Overall 12/20<br /></small>;230849
876;Kronenbourg (Original);OCT 14, 2017;Brugge, BELGIUM;1.9 out of 5.0<br /><small>Aroma 3/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;252123
876;Kronenbourg (Original);OCT 14, 2017;Brugge, BELGIUM;1.9 out of 5.0<br /><small>Aroma 3/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;252123
11;Kronenbourg 1664;NOV 30, 2017;Leeds, ENGLAND;2.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 2/5<br />Overall 12/20<br /></small>;230849
876;Kronenbourg (Original);OCT 14, 2017;Brugge, BELGIUM;1.9 out of 5.0<br /><small>Aroma 3/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;252123
876;Kronenbourg (Original);OCT 14, 2017;Brugge, BELGIUM;1.9 out of 5.0<br /><small>Aroma 3/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;252123
92;Leffe Ruby;NOV 17, 2017;Sofia, BULGARIA;2 out of 5.0<br />;492000
876;Kronenbourg (Original);OCT 14, 2017;Brugge, BELGIUM;1.9 out of 5.0<br /><small>Aroma 3/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;252123
876;Kronenbourg (Original);OCT 14, 2017;Brugge, BELGIUM;1.9 out of 5.0<br /><small>Aroma 3/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;252123
92;Leffe Ruby;NOV 17, 2017;Sofia, BULGARIA;2 out of 5.0<br />;492000
92;Leffe Ruby;NOV 17, 2017;Sofia, BULGARIA;2 out of 5.0<br />;492000
876;Kronenbourg (Original);OCT 14, 2017;Brugge, BELGIUM;1.9 out of 5.0<br /><small>Aroma 3/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;252123
92;Leffe Ruby;NOV 17, 2017;Sofia, BULGARIA;2 out of 5.0<br />;492000
92;Leffe Ruby;NOV 17, 2017;Sofia, BULGARIA;2 out of 5.0<br />;492000
92;Leffe Ruby;NOV 17, 2017;Sofia, BULGARIA;2 out of 5.0<br />;492000
92;Leffe Ruby;NOV 17, 2017;Sofia, BULGARIA;2 out of 5.0<br />;492000
758;Leffe 9┬░ / Rituel 9;OCT 31, 2017;East Sussex, ENGLAND;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 4/5<br />Overall 11/20<br /></small>;448085
92;Leffe Ruby;NOV 17, 2017;Sofia, BULGARIA;2 out of 5.0<br />;492000
92;Leffe Ruby;NOV 17, 2017;Sofia, BULGARIA;2 out of 5.0<br />;492000
758;Leffe 9┬░ / Rituel 9;OCT 31, 2017;East Sussex, ENGLAND;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 4/5<br />Overall 11/20<br /></small>;448085
758;Leffe 9┬░ / Rituel 9;OCT 31, 2017;East Sussex, ENGLAND;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 4/5<br />Overall 11/20<br /></small>;448085
92;Leffe Ruby;NOV 17, 2017;Sofia, BULGARIA;2 out of 5.0<br />;492000
758;Leffe 9┬░ / Rituel 9;OCT 31, 2017;East Sussex, ENGLAND;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 4/5<br />Overall 11/20<br /></small>;448085
758;Leffe 9┬░ / Rituel 9;OCT 31, 2017;East Sussex, ENGLAND;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 4/5<br />Overall 11/20<br /></small>;448085
758;Leffe 9┬░ / Rituel 9;OCT 31, 2017;East Sussex, ENGLAND;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 4/5<br />Overall 11/20<br /></small>;448085
758;Leffe 9┬░ / Rituel 9;OCT 31, 2017;East Sussex, ENGLAND;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 4/5<br />Overall 11/20<br /></small>;448085
758;Leffe 9┬░ / Rituel 9;OCT 31, 2017;East Sussex, ENGLAND;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 4/5<br />Overall 11/20<br /></small>;448085
758;Leffe 9┬░ / Rituel 9;OCT 31, 2017;East Sussex, ENGLAND;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 4/5<br />Overall 11/20<br /></small>;448085
758;Leffe 9┬░ / Rituel 9;OCT 31, 2017;East Sussex, ENGLAND;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 4/5<br />Overall 11/20<br /></small>;448085
83;Kronenbourg 1664 Blanc;DEC 28, 2017;Osijek, CROATIA;1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 1/10<br />Palate 2/5<br />Overall 1/20<br /></small>;426473
83;Kronenbourg 1664 Blanc;DEC 28, 2017;Osijek, CROATIA;1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 1/10<br />Palate 2/5<br />Overall 1/20<br /></small>;426473
83;Kronenbourg 1664 Blanc;DEC 28, 2017;Osijek, CROATIA;1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 1/10<br />Palate 2/5<br />Overall 1/20<br /></small>;426473
83;Kronenbourg 1664 Blanc;DEC 28, 2017;Osijek, CROATIA;1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 1/10<br />Palate 2/5<br />Overall 1/20<br /></small>;426473
83;Kronenbourg 1664 Blanc;DEC 28, 2017;Osijek, CROATIA;1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 1/10<br />Palate 2/5<br />Overall 1/20<br /></small>;426473
83;Kronenbourg 1664 Blanc;DEC 28, 2017;Osijek, CROATIA;1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 1/10<br />Palate 2/5<br />Overall 1/20<br /></small>;426473
83;Kronenbourg 1664 Blanc;DEC 28, 2017;Osijek, CROATIA;1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 1/10<br />Palate 2/5<br />Overall 1/20<br /></small>;426473
114;Bavaria 8.6 (Original);OCT 10, 2017;Zadar, CROATIA;3.2 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;479528
83;Kronenbourg 1664 Blanc;DEC 28, 2017;Osijek, CROATIA;1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 1/10<br />Palate 2/5<br />Overall 1/20<br /></small>;426473
83;Kronenbourg 1664 Blanc;DEC 28, 2017;Osijek, CROATIA;1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 1/10<br />Palate 2/5<br />Overall 1/20<br /></small>;426473
114;Bavaria 8.6 (Original);OCT 10, 2017;Zadar, CROATIA;3.2 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;479528
83;Kronenbourg 1664 Blanc;DEC 28, 2017;Osijek, CROATIA;1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 1/10<br />Palate 2/5<br />Overall 1/20<br /></small>;426473
114;Bavaria 8.6 (Original);OCT 10, 2017;Zadar, CROATIA;3.2 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;479528
114;Bavaria 8.6 (Original);OCT 10, 2017;Zadar, CROATIA;3.2 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;479528
192;Leffe Tripel (Triple);DEC 13, 2017;AUSTRALIA;3.5 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 6/10<br />Palate 3/5<br />Overall 14/20<br /></small>;252747
60;Davelghem Blonde;FEB 17, 2013;ENGLAND;2.4 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 3/20<br /></small>;174352
114;Bavaria 8.6 (Original);OCT 10, 2017;Zadar, CROATIA;3.2 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;479528
114;Bavaria 8.6 (Original);OCT 10, 2017;Zadar, CROATIA;3.2 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;479528
192;Leffe Tripel (Triple);DEC 13, 2017;AUSTRALIA;3.5 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 6/10<br />Palate 3/5<br />Overall 14/20<br /></small>;252747
192;Leffe Tripel (Triple);DEC 13, 2017;AUSTRALIA;3.5 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 6/10<br />Palate 3/5<br />Overall 14/20<br /></small>;252747
283;La Chouffe;JAN 6, 2018;barcelona, SPAIN;3.8 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 16/20<br /></small>;319358
60;Davelghem Blonde;FEB 17, 2013;ENGLAND;2.4 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 3/20<br /></small>;174352
60;Davelghem Blonde;FEB 17, 2013;ENGLAND;2.4 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 3/20<br /></small>;174352
114;Bavaria 8.6 (Original);OCT 10, 2017;Zadar, CROATIA;3.2 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;479528
114;Bavaria 8.6 (Original);OCT 10, 2017;Zadar, CROATIA;3.2 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;479528
131;Leffe Blonde;JAN 26, 2018;Minsk / Schweinfurt, Bavaria, GERMANY;3.3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;386451
16;Heineken;JAN 13, 2018;Brantford, Ontario, CANADA;1.3 out of 5.0<br /><small>Aroma 2/10<br />Appearance 1/5<br />Taste 2/10<br />Palate 3/5<br />Overall 5/20<br /></small>;515087
5715;Kellegen Extra Forte 8.0;AUG 10, 2012;"Tyne &amp; Wear, ENGLAND";1 out of 5.0<br /><small>Aroma 2/10<br />Appearance 2/5<br />Taste 2/10<br />Palate 1/5<br />Overall 3/20<br /></small>;18863
192;Leffe Tripel (Triple);DEC 13, 2017;AUSTRALIA;3.5 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 6/10<br />Palate 3/5<br />Overall 14/20<br /></small>;252747
