nr_reviews;beer_name;time_review;localisation;score;user
192;Leffe Tripel (Triple);DEC 13, 2017;AUSTRALIA;3.5 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 6/10<br />Palate 3/5<br />Overall 14/20<br /></small>;252747
283;La Chouffe;JAN 6, 2018;barcelona, SPAIN;3.8 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 16/20<br /></small>;319358
283;La Chouffe;JAN 6, 2018;barcelona, SPAIN;3.8 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 16/20<br /></small>;319358
60;Davelghem Blonde;FEB 17, 2013;ENGLAND;2.4 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 3/20<br /></small>;174352
60;Davelghem Blonde;FEB 17, 2013;ENGLAND;2.4 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 3/20<br /></small>;174352
114;Bavaria 8.6 (Original);OCT 10, 2017;Zadar, CROATIA;3.2 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;479528
114;Bavaria 8.6 (Original);OCT 10, 2017;Zadar, CROATIA;3.2 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;479528
131;Leffe Blonde;JAN 26, 2018;Minsk / Schweinfurt, Bavaria, GERMANY;3.3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;386451
131;Leffe Blonde;JAN 26, 2018;Minsk / Schweinfurt, Bavaria, GERMANY;3.3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;386451
16;Heineken;JAN 13, 2018;Brantford, Ontario, CANADA;1.3 out of 5.0<br /><small>Aroma 2/10<br />Appearance 1/5<br />Taste 2/10<br />Palate 3/5<br />Overall 5/20<br /></small>;515087
16;Heineken;JAN 13, 2018;Brantford, Ontario, CANADA;1.3 out of 5.0<br /><small>Aroma 2/10<br />Appearance 1/5<br />Taste 2/10<br />Palate 3/5<br />Overall 5/20<br /></small>;515087
5715;Kellegen Extra Forte 8.0;AUG 10, 2012;"Tyne &amp; Wear, ENGLAND";1 out of 5.0<br /><small>Aroma 2/10<br />Appearance 2/5<br />Taste 2/10<br />Palate 1/5<br />Overall 3/20<br /></small>;18863
5715;Kellegen Extra Forte 8.0;AUG 10, 2012;"Tyne &amp; Wear, ENGLAND";1 out of 5.0<br /><small>Aroma 2/10<br />Appearance 2/5<br />Taste 2/10<br />Palate 1/5<br />Overall 3/20<br /></small>;18863
192;Leffe Tripel (Triple);DEC 13, 2017;AUSTRALIA;3.5 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 6/10<br />Palate 3/5<br />Overall 14/20<br /></small>;252747
192;Leffe Tripel (Triple);DEC 13, 2017;AUSTRALIA;3.5 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 6/10<br />Palate 3/5<br />Overall 14/20<br /></small>;252747
283;La Chouffe;JAN 6, 2018;barcelona, SPAIN;3.8 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 16/20<br /></small>;319358
283;La Chouffe;JAN 6, 2018;barcelona, SPAIN;3.8 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 16/20<br /></small>;319358
60;Davelghem Blonde;FEB 17, 2013;ENGLAND;2.4 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 3/20<br /></small>;174352
60;Davelghem Blonde;FEB 17, 2013;ENGLAND;2.4 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 3/20<br /></small>;174352
131;Leffe Blonde;JAN 26, 2018;Minsk / Schweinfurt, Bavaria, GERMANY;3.3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;386451
131;Leffe Blonde;JAN 26, 2018;Minsk / Schweinfurt, Bavaria, GERMANY;3.3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;386451
16;Heineken;JAN 13, 2018;Brantford, Ontario, CANADA;1.3 out of 5.0<br /><small>Aroma 2/10<br />Appearance 1/5<br />Taste 2/10<br />Palate 3/5<br />Overall 5/20<br /></small>;515087
16;Heineken;JAN 13, 2018;Brantford, Ontario, CANADA;1.3 out of 5.0<br /><small>Aroma 2/10<br />Appearance 1/5<br />Taste 2/10<br />Palate 3/5<br />Overall 5/20<br /></small>;515087
5715;Kellegen Extra Forte 8.0;AUG 10, 2012;"Tyne &amp; Wear, ENGLAND";1 out of 5.0<br /><small>Aroma 2/10<br />Appearance 2/5<br />Taste 2/10<br />Palate 1/5<br />Overall 3/20<br /></small>;18863
5715;Kellegen Extra Forte 8.0;AUG 10, 2012;"Tyne &amp; Wear, ENGLAND";1 out of 5.0<br /><small>Aroma 2/10<br />Appearance 2/5<br />Taste 2/10<br />Palate 1/5<br />Overall 3/20<br /></small>;18863
192;Leffe Tripel (Triple);DEC 13, 2017;AUSTRALIA;3.5 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 6/10<br />Palate 3/5<br />Overall 14/20<br /></small>;252747
192;Leffe Tripel (Triple);DEC 13, 2017;AUSTRALIA;3.5 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 6/10<br />Palate 3/5<br />Overall 14/20<br /></small>;252747
283;La Chouffe;JAN 6, 2018;barcelona, SPAIN;3.8 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 16/20<br /></small>;319358
283;La Chouffe;JAN 6, 2018;barcelona, SPAIN;3.8 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 16/20<br /></small>;319358
60;Davelghem Blonde;FEB 17, 2013;ENGLAND;2.4 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 3/20<br /></small>;174352
60;Davelghem Blonde;FEB 17, 2013;ENGLAND;2.4 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 3/20<br /></small>;174352
131;Leffe Blonde;JAN 26, 2018;Minsk / Schweinfurt, Bavaria, GERMANY;3.3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;386451
131;Leffe Blonde;JAN 26, 2018;Minsk / Schweinfurt, Bavaria, GERMANY;3.3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;386451
16;Heineken;JAN 13, 2018;Brantford, Ontario, CANADA;1.3 out of 5.0<br /><small>Aroma 2/10<br />Appearance 1/5<br />Taste 2/10<br />Palate 3/5<br />Overall 5/20<br /></small>;515087
16;Heineken;JAN 13, 2018;Brantford, Ontario, CANADA;1.3 out of 5.0<br /><small>Aroma 2/10<br />Appearance 1/5<br />Taste 2/10<br />Palate 3/5<br />Overall 5/20<br /></small>;515087
5715;Kellegen Extra Forte 8.0;AUG 10, 2012;"Tyne &amp; Wear, ENGLAND";1 out of 5.0<br /><small>Aroma 2/10<br />Appearance 2/5<br />Taste 2/10<br />Palate 1/5<br />Overall 3/20<br /></small>;18863
5715;Kellegen Extra Forte 8.0;AUG 10, 2012;"Tyne &amp; Wear, ENGLAND";1 out of 5.0<br /><small>Aroma 2/10<br />Appearance 2/5<br />Taste 2/10<br />Palate 1/5<br />Overall 3/20<br /></small>;18863
192;Leffe Tripel (Triple);DEC 13, 2017;AUSTRALIA;3.5 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 6/10<br />Palate 3/5<br />Overall 14/20<br /></small>;252747
283;La Chouffe;JAN 6, 2018;barcelona, SPAIN;3.8 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 16/20<br /></small>;319358
283;La Chouffe;JAN 6, 2018;barcelona, SPAIN;3.8 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 16/20<br /></small>;319358
60;Davelghem Blonde;FEB 17, 2013;ENGLAND;2.4 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 3/20<br /></small>;174352
8;Fischer Tradition;AUG 5, 2017;oviedo, SPAIN;3 out of 5.0<br />;500166
131;Leffe Blonde;JAN 26, 2018;Minsk / Schweinfurt, Bavaria, GERMANY;3.3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;386451
131;Leffe Blonde;JAN 26, 2018;Minsk / Schweinfurt, Bavaria, GERMANY;3.3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;386451
16;Heineken;JAN 13, 2018;Brantford, Ontario, CANADA;1.3 out of 5.0<br /><small>Aroma 2/10<br />Appearance 1/5<br />Taste 2/10<br />Palate 3/5<br />Overall 5/20<br /></small>;515087
16;Heineken;JAN 13, 2018;Brantford, Ontario, CANADA;1.3 out of 5.0<br /><small>Aroma 2/10<br />Appearance 1/5<br />Taste 2/10<br />Palate 3/5<br />Overall 5/20<br /></small>;515087
5715;Kellegen Extra Forte 8.0;AUG 10, 2012;"Tyne &amp; Wear, ENGLAND";1 out of 5.0<br /><small>Aroma 2/10<br />Appearance 2/5<br />Taste 2/10<br />Palate 1/5<br />Overall 3/20<br /></small>;18863
5715;Kellegen Extra Forte 8.0;AUG 10, 2012;"Tyne &amp; Wear, ENGLAND";1 out of 5.0<br /><small>Aroma 2/10<br />Appearance 2/5<br />Taste 2/10<br />Palate 1/5<br />Overall 3/20<br /></small>;18863
283;La Chouffe;JAN 6, 2018;barcelona, SPAIN;3.8 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 4/5<br />Overall 16/20<br /></small>;319358
8;Fischer Tradition;AUG 5, 2017;oviedo, SPAIN;3 out of 5.0<br />;500166
8;Fischer Tradition;AUG 5, 2017;oviedo, SPAIN;3 out of 5.0<br />;500166
1139;Kronenbourg 1664;OCT 3, 2017;Roeselare, BELGIUM;1.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 2/5<br />Overall 5/20<br /></small>;185804
131;Leffe Blonde;JAN 26, 2018;Minsk / Schweinfurt, Bavaria, GERMANY;3.3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 4/5<br />Taste 7/10<br />Palate 3/5<br />Overall 12/20<br /></small>;386451
16;Heineken;JAN 13, 2018;Brantford, Ontario, CANADA;1.3 out of 5.0<br /><small>Aroma 2/10<br />Appearance 1/5<br />Taste 2/10<br />Palate 3/5<br />Overall 5/20<br /></small>;515087
5715;Kellegen Extra Forte 8.0;AUG 10, 2012;"Tyne &amp; Wear, ENGLAND";1 out of 5.0<br /><small>Aroma 2/10<br />Appearance 2/5<br />Taste 2/10<br />Palate 1/5<br />Overall 3/20<br /></small>;18863
1763;Kronenbourg (Original);JUL 8, 2017;SWITZERLAND;2.2 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 3/10<br />Palate 2/5<br />Overall 9/20<br /></small>;332370
9;Leffe 9┬░ / Rituel 9;MAY 24, 2017;Nottinghamshire, ENGLAND;3.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 15/20<br /></small>;477064
8;Fischer Tradition;AUG 5, 2017;oviedo, SPAIN;3 out of 5.0<br />;500166
1139;Kronenbourg 1664;OCT 3, 2017;Roeselare, BELGIUM;1.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 2/5<br />Overall 5/20<br /></small>;185804
1139;Kronenbourg 1664;OCT 3, 2017;Roeselare, BELGIUM;1.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 2/5<br />Overall 5/20<br /></small>;185804
1763;Kronenbourg (Original);JUL 8, 2017;SWITZERLAND;2.2 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 3/10<br />Palate 2/5<br />Overall 9/20<br /></small>;332370
1763;Kronenbourg (Original);JUL 8, 2017;SWITZERLAND;2.2 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 3/10<br />Palate 2/5<br />Overall 9/20<br /></small>;332370
9;Leffe 9┬░ / Rituel 9;MAY 24, 2017;Nottinghamshire, ENGLAND;3.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 15/20<br /></small>;477064
9;Leffe 9┬░ / Rituel 9;MAY 24, 2017;Nottinghamshire, ENGLAND;3.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 15/20<br /></small>;477064
8;Fischer Tradition;AUG 5, 2017;oviedo, SPAIN;3 out of 5.0<br />;500166
8;Fischer Tradition;AUG 5, 2017;oviedo, SPAIN;3 out of 5.0<br />;500166
2174;Leffe Ruby;JUL 17, 2017;GERMANY;2.3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;385896
1139;Kronenbourg 1664;OCT 3, 2017;Roeselare, BELGIUM;1.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 2/5<br />Overall 5/20<br /></small>;185804
1139;Kronenbourg 1664;OCT 3, 2017;Roeselare, BELGIUM;1.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 2/5<br />Overall 5/20<br /></small>;185804
1763;Kronenbourg (Original);JUL 8, 2017;SWITZERLAND;2.2 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 3/10<br />Palate 2/5<br />Overall 9/20<br /></small>;332370
1763;Kronenbourg (Original);JUL 8, 2017;SWITZERLAND;2.2 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 3/10<br />Palate 2/5<br />Overall 9/20<br /></small>;332370
9;Leffe 9┬░ / Rituel 9;MAY 24, 2017;Nottinghamshire, ENGLAND;3.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 15/20<br /></small>;477064
9;Leffe 9┬░ / Rituel 9;MAY 24, 2017;Nottinghamshire, ENGLAND;3.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 15/20<br /></small>;477064
8;Fischer Tradition;AUG 5, 2017;oviedo, SPAIN;3 out of 5.0<br />;500166
8;Fischer Tradition;AUG 5, 2017;oviedo, SPAIN;3 out of 5.0<br />;500166
2174;Leffe Ruby;JUL 17, 2017;GERMANY;2.3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;385896
2174;Leffe Ruby;JUL 17, 2017;GERMANY;2.3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;385896
1139;Kronenbourg 1664;OCT 3, 2017;Roeselare, BELGIUM;1.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 2/5<br />Overall 5/20<br /></small>;185804
1139;Kronenbourg 1664;OCT 3, 2017;Roeselare, BELGIUM;1.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 2/5<br />Overall 5/20<br /></small>;185804
9;Kronenbourg 1664 Blanc;OCT 28, 2017;─░stanbul, TURKEY;3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 4/5<br />Overall 9/20<br /></small>;506965
663;Bavaria 8.6 (Original);MAY 19, 2017;Bydgoszcz, POLAND;2.8 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 6/10<br />Palate 3/5<br />Overall 11/20<br /></small>;467194
1763;Kronenbourg (Original);JUL 8, 2017;SWITZERLAND;2.2 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 3/10<br />Palate 2/5<br />Overall 9/20<br /></small>;332370
1763;Kronenbourg (Original);JUL 8, 2017;SWITZERLAND;2.2 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 3/10<br />Palate 2/5<br />Overall 9/20<br /></small>;332370
9;Leffe 9┬░ / Rituel 9;MAY 24, 2017;Nottinghamshire, ENGLAND;3.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 15/20<br /></small>;477064
9;Leffe 9┬░ / Rituel 9;MAY 24, 2017;Nottinghamshire, ENGLAND;3.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 15/20<br /></small>;477064
8;Fischer Tradition;AUG 5, 2017;oviedo, SPAIN;3 out of 5.0<br />;500166
8;Fischer Tradition;AUG 5, 2017;oviedo, SPAIN;3 out of 5.0<br />;500166
2174;Leffe Ruby;JUL 17, 2017;GERMANY;2.3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;385896
2174;Leffe Ruby;JUL 17, 2017;GERMANY;2.3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;385896
1139;Kronenbourg 1664;OCT 3, 2017;Roeselare, BELGIUM;1.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 2/5<br />Overall 5/20<br /></small>;185804
1139;Kronenbourg 1664;OCT 3, 2017;Roeselare, BELGIUM;1.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 2/5<br />Overall 5/20<br /></small>;185804
9;Kronenbourg 1664 Blanc;OCT 28, 2017;─░stanbul, TURKEY;3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 4/5<br />Overall 9/20<br /></small>;506965
9;Kronenbourg 1664 Blanc;OCT 28, 2017;─░stanbul, TURKEY;3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 4/5<br />Overall 9/20<br /></small>;506965
663;Bavaria 8.6 (Original);MAY 19, 2017;Bydgoszcz, POLAND;2.8 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 6/10<br />Palate 3/5<br />Overall 11/20<br /></small>;467194
663;Bavaria 8.6 (Original);MAY 19, 2017;Bydgoszcz, POLAND;2.8 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 6/10<br />Palate 3/5<br />Overall 11/20<br /></small>;467194
1763;Kronenbourg (Original);JUL 8, 2017;SWITZERLAND;2.2 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 3/10<br />Palate 2/5<br />Overall 9/20<br /></small>;332370
1763;Kronenbourg (Original);JUL 8, 2017;SWITZERLAND;2.2 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 3/10<br />Palate 2/5<br />Overall 9/20<br /></small>;332370
