nr_reviews;beer_name;time_review;localisation;score;user
9;Leffe 9┬░ / Rituel 9;MAY 24, 2017;Nottinghamshire, ENGLAND;3.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 15/20<br /></small>;477064
2174;Leffe Ruby;JUL 17, 2017;GERMANY;2.3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;385896
2174;Leffe Ruby;JUL 17, 2017;GERMANY;2.3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;385896
1139;Kronenbourg 1664;OCT 3, 2017;Roeselare, BELGIUM;1.9 out of 5.0<br /><small>Aroma 5/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 2/5<br />Overall 5/20<br /></small>;185804
9;Kronenbourg 1664 Blanc;OCT 28, 2017;─░stanbul, TURKEY;3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 4/5<br />Overall 9/20<br /></small>;506965
9;Kronenbourg 1664 Blanc;OCT 28, 2017;─░stanbul, TURKEY;3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 4/5<br />Overall 9/20<br /></small>;506965
663;Bavaria 8.6 (Original);MAY 19, 2017;Bydgoszcz, POLAND;2.8 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 6/10<br />Palate 3/5<br />Overall 11/20<br /></small>;467194
663;Bavaria 8.6 (Original);MAY 19, 2017;Bydgoszcz, POLAND;2.8 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 6/10<br />Palate 3/5<br />Overall 11/20<br /></small>;467194
1763;Kronenbourg (Original);JUL 8, 2017;SWITZERLAND;2.2 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 3/10<br />Palate 2/5<br />Overall 9/20<br /></small>;332370
9;Leffe 9┬░ / Rituel 9;MAY 24, 2017;Nottinghamshire, ENGLAND;3.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 15/20<br /></small>;477064
9;Leffe 9┬░ / Rituel 9;MAY 24, 2017;Nottinghamshire, ENGLAND;3.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 15/20<br /></small>;477064
2174;Leffe Ruby;JUL 17, 2017;GERMANY;2.3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;385896
9;Kronenbourg 1664 Blanc;OCT 28, 2017;─░stanbul, TURKEY;3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 4/5<br />Overall 9/20<br /></small>;506965
663;Bavaria 8.6 (Original);MAY 19, 2017;Bydgoszcz, POLAND;2.8 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 6/10<br />Palate 3/5<br />Overall 11/20<br /></small>;467194
663;Bavaria 8.6 (Original);MAY 19, 2017;Bydgoszcz, POLAND;2.8 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 6/10<br />Palate 3/5<br />Overall 11/20<br /></small>;467194
2174;Leffe Ruby;JUL 17, 2017;GERMANY;2.3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;385896
2174;Leffe Ruby;JUL 17, 2017;GERMANY;2.3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 4/10<br />Palate 2/5<br />Overall 7/20<br /></small>;385896
9;Kronenbourg 1664 Blanc;OCT 28, 2017;─░stanbul, TURKEY;3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 4/5<br />Overall 9/20<br /></small>;506965
9;Kronenbourg 1664 Blanc;OCT 28, 2017;─░stanbul, TURKEY;3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 4/5<br />Overall 9/20<br /></small>;506965
663;Bavaria 8.6 (Original);MAY 19, 2017;Bydgoszcz, POLAND;2.8 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 6/10<br />Palate 3/5<br />Overall 11/20<br /></small>;467194
663;Bavaria 8.6 (Original);MAY 19, 2017;Bydgoszcz, POLAND;2.8 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 6/10<br />Palate 3/5<br />Overall 11/20<br /></small>;467194
1310;Leffe Tripel (Triple);OCT 10, 2017;Steinbach, GERMANY;3.3 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 9/20<br /></small>;498840
9;Kronenbourg 1664 Blanc;OCT 28, 2017;─░stanbul, TURKEY;3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 4/5<br />Overall 9/20<br /></small>;506965
9;Kronenbourg 1664 Blanc;OCT 28, 2017;─░stanbul, TURKEY;3 out of 5.0<br /><small>Aroma 7/10<br />Appearance 3/5<br />Taste 7/10<br />Palate 4/5<br />Overall 9/20<br /></small>;506965
663;Bavaria 8.6 (Original);MAY 19, 2017;Bydgoszcz, POLAND;2.8 out of 5.0<br /><small>Aroma 5/10<br />Appearance 3/5<br />Taste 6/10<br />Palate 3/5<br />Overall 11/20<br /></small>;467194
1310;Leffe Tripel (Triple);OCT 10, 2017;Steinbach, GERMANY;3.3 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 9/20<br /></small>;498840
1310;Leffe Tripel (Triple);OCT 10, 2017;Steinbach, GERMANY;3.3 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 9/20<br /></small>;498840
209;Davelghem Blonde;MAY 7, 2011;Aarhus, DENMARK;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 3/5<br />Overall 12/20<br /></small>;128035
1310;Leffe Tripel (Triple);OCT 10, 2017;Steinbach, GERMANY;3.3 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 9/20<br /></small>;498840
1310;Leffe Tripel (Triple);OCT 10, 2017;Steinbach, GERMANY;3.3 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 9/20<br /></small>;498840
209;Davelghem Blonde;MAY 7, 2011;Aarhus, DENMARK;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 3/5<br />Overall 12/20<br /></small>;128035
209;Davelghem Blonde;MAY 7, 2011;Aarhus, DENMARK;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 3/5<br />Overall 12/20<br /></small>;128035
1310;Leffe Tripel (Triple);OCT 10, 2017;Steinbach, GERMANY;3.3 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 9/20<br /></small>;498840
1310;Leffe Tripel (Triple);OCT 10, 2017;Steinbach, GERMANY;3.3 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 9/20<br /></small>;498840
209;Davelghem Blonde;MAY 7, 2011;Aarhus, DENMARK;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 3/5<br />Overall 12/20<br /></small>;128035
209;Davelghem Blonde;MAY 7, 2011;Aarhus, DENMARK;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 3/5<br />Overall 12/20<br /></small>;128035
1310;Leffe Tripel (Triple);OCT 10, 2017;Steinbach, GERMANY;3.3 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 9/20<br /></small>;498840
1310;Leffe Tripel (Triple);OCT 10, 2017;Steinbach, GERMANY;3.3 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 9/20<br /></small>;498840
209;Davelghem Blonde;MAY 7, 2011;Aarhus, DENMARK;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 3/5<br />Overall 12/20<br /></small>;128035
209;Davelghem Blonde;MAY 7, 2011;Aarhus, DENMARK;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 3/5<br />Overall 12/20<br /></small>;128035
1310;Leffe Tripel (Triple);OCT 10, 2017;Steinbach, GERMANY;3.3 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 9/20<br /></small>;498840
209;Davelghem Blonde;MAY 7, 2011;Aarhus, DENMARK;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 3/5<br />Overall 12/20<br /></small>;128035
209;Davelghem Blonde;MAY 7, 2011;Aarhus, DENMARK;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 3/5<br />Overall 12/20<br /></small>;128035
209;Davelghem Blonde;MAY 7, 2011;Aarhus, DENMARK;3 out of 5.0<br /><small>Aroma 6/10<br />Appearance 4/5<br />Taste 5/10<br />Palate 3/5<br />Overall 12/20<br /></small>;128035
20;La Chouffe;DEC 26, 2017;Bielefeld, GERMANY;4 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 16/20<br /></small>;395697
20;La Chouffe;DEC 26, 2017;Bielefeld, GERMANY;4 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 16/20<br /></small>;395697
20;La Chouffe;DEC 26, 2017;Bielefeld, GERMANY;4 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 16/20<br /></small>;395697
20;La Chouffe;DEC 26, 2017;Bielefeld, GERMANY;4 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 16/20<br /></small>;395697
20;La Chouffe;DEC 26, 2017;Bielefeld, GERMANY;4 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 16/20<br /></small>;395697
20;La Chouffe;DEC 26, 2017;Bielefeld, GERMANY;4 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 16/20<br /></small>;395697
20;La Chouffe;DEC 26, 2017;Bielefeld, GERMANY;4 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 16/20<br /></small>;395697
52855;Kellegen Extra Forte 8.0;SEP 22, 2010;VestJylland, DENMARK;2.3 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 3/5<br />Overall 9/20<br /></small>;38926
20;La Chouffe;DEC 26, 2017;Bielefeld, GERMANY;4 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 16/20<br /></small>;395697
20;La Chouffe;DEC 26, 2017;Bielefeld, GERMANY;4 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 16/20<br /></small>;395697
52855;Kellegen Extra Forte 8.0;SEP 22, 2010;VestJylland, DENMARK;2.3 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 3/5<br />Overall 9/20<br /></small>;38926
20;La Chouffe;DEC 26, 2017;Bielefeld, GERMANY;4 out of 5.0<br /><small>Aroma 8/10<br />Appearance 4/5<br />Taste 8/10<br />Palate 4/5<br />Overall 16/20<br /></small>;395697
52855;Kellegen Extra Forte 8.0;SEP 22, 2010;VestJylland, DENMARK;2.3 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 3/5<br />Overall 9/20<br /></small>;38926
52855;Kellegen Extra Forte 8.0;SEP 22, 2010;VestJylland, DENMARK;2.3 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 3/5<br />Overall 9/20<br /></small>;38926
52855;Kellegen Extra Forte 8.0;SEP 22, 2010;VestJylland, DENMARK;2.3 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 3/5<br />Overall 9/20<br /></small>;38926
52855;Kellegen Extra Forte 8.0;SEP 22, 2010;VestJylland, DENMARK;2.3 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 3/5<br />Overall 9/20<br /></small>;38926
52855;Kellegen Extra Forte 8.0;SEP 22, 2010;VestJylland, DENMARK;2.3 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 3/5<br />Overall 9/20<br /></small>;38926
52855;Kellegen Extra Forte 8.0;SEP 22, 2010;VestJylland, DENMARK;2.3 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 3/5<br />Overall 9/20<br /></small>;38926
52855;Kellegen Extra Forte 8.0;SEP 22, 2010;VestJylland, DENMARK;2.3 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 3/5<br />Overall 9/20<br /></small>;38926
52855;Kellegen Extra Forte 8.0;SEP 22, 2010;VestJylland, DENMARK;2.3 out of 5.0<br /><small>Aroma 4/10<br />Appearance 2/5<br />Taste 5/10<br />Palate 3/5<br />Overall 9/20<br /></small>;38926
10;Leffe Blonde;JAN 7, 2018;DENMARK;3.1 out of 5.0<br /><small>Aroma 6/10<br />Appearance 5/5<br />Taste 6/10<br />Palate 4/5<br />Overall 10/20<br /></small>;531373
10;Leffe Blonde;JAN 7, 2018;DENMARK;3.1 out of 5.0<br /><small>Aroma 6/10<br />Appearance 5/5<br />Taste 6/10<br />Palate 4/5<br />Overall 10/20<br /></small>;531373
10;Leffe Blonde;JAN 7, 2018;DENMARK;3.1 out of 5.0<br /><small>Aroma 6/10<br />Appearance 5/5<br />Taste 6/10<br />Palate 4/5<br />Overall 10/20<br /></small>;531373
10;Leffe Blonde;JAN 7, 2018;DENMARK;3.1 out of 5.0<br /><small>Aroma 6/10<br />Appearance 5/5<br />Taste 6/10<br />Palate 4/5<br />Overall 10/20<br /></small>;531373
10;Leffe Blonde;JAN 7, 2018;DENMARK;3.1 out of 5.0<br /><small>Aroma 6/10<br />Appearance 5/5<br />Taste 6/10<br />Palate 4/5<br />Overall 10/20<br /></small>;531373
10;Leffe Blonde;JAN 7, 2018;DENMARK;3.1 out of 5.0<br /><small>Aroma 6/10<br />Appearance 5/5<br />Taste 6/10<br />Palate 4/5<br />Overall 10/20<br /></small>;531373
10;Leffe Blonde;JAN 7, 2018;DENMARK;3.1 out of 5.0<br /><small>Aroma 6/10<br />Appearance 5/5<br />Taste 6/10<br />Palate 4/5<br />Overall 10/20<br /></small>;531373
10;Leffe Blonde;JAN 7, 2018;DENMARK;3.1 out of 5.0<br /><small>Aroma 6/10<br />Appearance 5/5<br />Taste 6/10<br />Palate 4/5<br />Overall 10/20<br /></small>;531373
10;Leffe Blonde;JAN 7, 2018;DENMARK;3.1 out of 5.0<br /><small>Aroma 6/10<br />Appearance 5/5<br />Taste 6/10<br />Palate 4/5<br />Overall 10/20<br /></small>;531373
10;Leffe Blonde;JAN 7, 2018;DENMARK;3.1 out of 5.0<br /><small>Aroma 6/10<br />Appearance 5/5<br />Taste 6/10<br />Palate 4/5<br />Overall 10/20<br /></small>;531373
436;Heineken;DEC 5, 2017;Czestochowa, POLAND;2.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 3/5<br />Taste 5/10<br />Palate 3/5<br />Overall 10/20<br /></small>;442039
436;Heineken;DEC 5, 2017;Czestochowa, POLAND;2.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 3/5<br />Taste 5/10<br />Palate 3/5<br />Overall 10/20<br /></small>;442039
436;Heineken;DEC 5, 2017;Czestochowa, POLAND;2.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 3/5<br />Taste 5/10<br />Palate 3/5<br />Overall 10/20<br /></small>;442039
436;Heineken;DEC 5, 2017;Czestochowa, POLAND;2.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 3/5<br />Taste 5/10<br />Palate 3/5<br />Overall 10/20<br /></small>;442039
436;Heineken;DEC 5, 2017;Czestochowa, POLAND;2.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 3/5<br />Taste 5/10<br />Palate 3/5<br />Overall 10/20<br /></small>;442039
436;Heineken;DEC 5, 2017;Czestochowa, POLAND;2.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 3/5<br />Taste 5/10<br />Palate 3/5<br />Overall 10/20<br /></small>;442039
436;Heineken;DEC 5, 2017;Czestochowa, POLAND;2.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 3/5<br />Taste 5/10<br />Palate 3/5<br />Overall 10/20<br /></small>;442039
436;Heineken;DEC 5, 2017;Czestochowa, POLAND;2.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 3/5<br />Taste 5/10<br />Palate 3/5<br />Overall 10/20<br /></small>;442039
436;Heineken;DEC 5, 2017;Czestochowa, POLAND;2.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 3/5<br />Taste 5/10<br />Palate 3/5<br />Overall 10/20<br /></small>;442039
436;Heineken;DEC 5, 2017;Czestochowa, POLAND;2.7 out of 5.0<br /><small>Aroma 6/10<br />Appearance 3/5<br />Taste 5/10<br />Palate 3/5<br />Overall 10/20<br /></small>;442039
518;Fischer Tradition;MAY 21, 2017;Johannesburg, SOUTH AFRICA;2.1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 8/20<br /></small>;405082
518;Fischer Tradition;MAY 21, 2017;Johannesburg, SOUTH AFRICA;2.1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 8/20<br /></small>;405082
518;Fischer Tradition;MAY 21, 2017;Johannesburg, SOUTH AFRICA;2.1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 8/20<br /></small>;405082
518;Fischer Tradition;MAY 21, 2017;Johannesburg, SOUTH AFRICA;2.1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 8/20<br /></small>;405082
518;Fischer Tradition;MAY 21, 2017;Johannesburg, SOUTH AFRICA;2.1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 8/20<br /></small>;405082
518;Fischer Tradition;MAY 21, 2017;Johannesburg, SOUTH AFRICA;2.1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 8/20<br /></small>;405082
518;Fischer Tradition;MAY 21, 2017;Johannesburg, SOUTH AFRICA;2.1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 8/20<br /></small>;405082
518;Fischer Tradition;MAY 21, 2017;Johannesburg, SOUTH AFRICA;2.1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 8/20<br /></small>;405082
518;Fischer Tradition;MAY 21, 2017;Johannesburg, SOUTH AFRICA;2.1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 8/20<br /></small>;405082
518;Fischer Tradition;MAY 21, 2017;Johannesburg, SOUTH AFRICA;2.1 out of 5.0<br /><small>Aroma 4/10<br />Appearance 3/5<br />Taste 4/10<br />Palate 2/5<br />Overall 8/20<br /></small>;405082
